,Unnamed: 0,reaction,solved,input_reaction,rules,solved_by,confidence,R-ids,datasets,correct_reaction,wrong_reactions
1453,1453,CCOC(=O)Cc1c[nH]c2cc(Cl)c(Cl)cc12.O>>O=C(O)Cc1c[nH]c2cc(Cl)c(Cl)cc12.CCO,True,CCOC(=O)Cc1c[nH]c2cc(Cl)c(Cl)cc12>>O=C(O)Cc1c[nH]c2cc(Cl)c(Cl)cc12,"['C-O Ester break', 'default single bond']",mcs-based,0.984000027179718,['USPTO_diff_1251'],['USPTO_diff'],CCOC(=O)Cc1c[nH]c2cc(Cl)c(Cl)cc12.O>>O=C(O)Cc1c[nH]c2cc(Cl)c(Cl)cc12.CCO,[]
1454,1454,COC(=O)C1=CNC(=O)NC1c1ccc(F)cc1.Nc1ccc2[nH]ncc2c1>>O=C1NC=C(C(=O)Nc2ccc3[nH]ncc3c2)C(c2ccc(F)cc2)N1.CO,True,COC(=O)C1=CNC(=O)NC1c1ccc(F)cc1.Nc1ccc2[nH]ncc2c1>>O=C1NC=C(C(=O)Nc2ccc3[nH]ncc3c2)C(c2ccc(F)cc2)N1,[],mcs-based,0.9419999718666076,['USPTO_diff_1252'],['USPTO_diff'],COC(=O)C1=CNC(=O)NC1c1ccc(F)cc1.Nc1ccc2[nH]ncc2c1>>O=C1NC=C(C(=O)Nc2ccc3[nH]ncc3c2)C(c2ccc(F)cc2)N1.CO,[]
1455,1455,COC(=O)c1cc(OC)c(OC)c(OC)c1.Cc1cccc(CCN)c1>>COc1cc(C(=O)NCCc2cccc(C)c2)cc(OC)c1OC.CO,True,COC(=O)c1cc(OC)c(OC)c(OC)c1.Cc1cccc(CCN)c1>>COc1cc(C(=O)NCCc2cccc(C)c2)cc(OC)c1OC,[],mcs-based,0.8330000042915344,['USPTO_diff_1253'],['USPTO_diff'],COC(=O)c1cc(OC)c(OC)c(OC)c1.Cc1cccc(CCN)c1>>COc1cc(C(=O)NCCc2cccc(C)c2)cc(OC)c1OC.CO,[]
1456,1456,COC(=O)C(OC)c1ccc2ccccc2c1.NN>>COC(C(=O)NN)c1ccc2ccccc2c1.CO,True,COC(=O)C(OC)c1ccc2ccccc2c1.NN>>COC(C(=O)NN)c1ccc2ccccc2c1,[],mcs-based,0.9940000176429749,['USPTO_diff_1254'],['USPTO_diff'],COC(=O)C(OC)c1ccc2ccccc2c1.NN>>COC(C(=O)NN)c1ccc2ccccc2c1.CO,[]
1457,1457,CC(C)(C)OC(=O)N1CCC(C(C#N)c2ccc(Cl)cc2)CC1.O>>N#CC(c1ccc(Cl)cc1)C1CCNCC1.CC(C)(C)OC(=O)O,True,CC(C)(C)OC(=O)N1CCC(C(C#N)c2ccc(Cl)cc2)CC1>>N#CC(c1ccc(Cl)cc1)C1CCNCC1,"['append O when next to O or N', 'default single bond']",mcs-based,0.9990000128746032,['USPTO_diff_1255'],['USPTO_diff'],CC(C)(C)OC(=O)N1CCC(C(C#N)c2ccc(Cl)cc2)CC1.O>>N#CC(c1ccc(Cl)cc1)C1CCNCC1.CC(C)(C)OC(=O)O,[]
1458,1458,CC(C)(C)OC(=O)N1CC=C(c2c[nH]c3ccc(Nc4ncc(Br)c(NCc5ccc(C(F)(F)F)cc5)n4)cc23)CC1.O>>FC(F)(F)c1ccc(CNc2nc(Nc3ccc4[nH]cc(C5=CCNCC5)c4c3)ncc2Br)cc1.CC(C)(C)OC(=O)O,True,CC(C)(C)OC(=O)N1CC=C(c2c[nH]c3ccc(Nc4ncc(Br)c(NCc5ccc(C(F)(F)F)cc5)n4)cc23)CC1>>FC(F)(F)c1ccc(CNc2nc(Nc3ccc4[nH]cc(C5=CCNCC5)c4c3)ncc2Br)cc1,"['append O when next to O or N', 'default single bond']",mcs-based,1.0,['USPTO_diff_1256'],['USPTO_diff'],CC(C)(C)OC(=O)N1CC=C(c2c[nH]c3ccc(Nc4ncc(Br)c(NCc5ccc(C(F)(F)F)cc5)n4)cc23)CC1.O>>FC(F)(F)c1ccc(CNc2nc(Nc3ccc4[nH]cc(C5=CCNCC5)c4c3)ncc2Br)cc1.CC(C)(C)OC(=O)O,[]
1459,1459,CC(C)(C)OC(=O)N1CCC(=Cc2nc(-c3cccc(Cl)c3)no2)CC1.O>>Clc1cccc(-c2noc(C=C3CCNCC3)n2)c1.CC(C)(C)OC(=O)O,True,CC(C)(C)OC(=O)N1CCC(=Cc2nc(-c3cccc(Cl)c3)no2)CC1>>Clc1cccc(-c2noc(C=C3CCNCC3)n2)c1,"['append O when next to O or N', 'default single bond']",mcs-based,1.0,['USPTO_diff_1257'],['USPTO_diff'],CC(C)(C)OC(=O)N1CCC(=Cc2nc(-c3cccc(Cl)c3)no2)CC1.O>>Clc1cccc(-c2noc(C=C3CCNCC3)n2)c1.CC(C)(C)OC(=O)O,[]
1460,1460,COC(=O)CN(C(=O)OC(C)(C)C)c1cc(N2CCc3c(-c4cnc(N(Cc5ccc(OC)cc5)Cc5ccc(OC)cc5)nc4)nc(N4CCOCC4)nc32)ccn1.O.[H].[H].[H].[H]>>COc1ccc(CN(Cc2ccc(OC)cc2)c2ncc(-c3nc(N4CCOCC4)nc4c3CCN4c3ccnc(N(CCO)C(=O)OC(C)(C)C)c3)cn2)cc1.CO.O,True,COC(=O)CN(C(=O)OC(C)(C)C)c1cc(N2CCc3c(-c4cnc(N(Cc5ccc(OC)cc5)Cc5ccc(OC)cc5)nc4)nc(N4CCOCC4)nc32)ccn1>>COc1ccc(CN(Cc2ccc(OC)cc2)c2ncc(-c3nc(N4CCOCC4)nc4c3CCN4c3ccnc(N(CCO)C(=O)OC(C)(C)C)c3)cn2)cc1,"['C-O Ester break', 'default single bond']",mcs-based,0.9679999947547911,['USPTO_diff_1258'],['USPTO_diff'],COC(=O)CN(C(=O)OC(C)(C)C)c1cc(N2CCc3c(-c4cnc(N(Cc5ccc(OC)cc5)Cc5ccc(OC)cc5)nc4)nc(N4CCOCC4)nc32)ccn1.O.[H].[H].[H].[H]>>COc1ccc(CN(Cc2ccc(OC)cc2)c2ncc(-c3nc(N4CCOCC4)nc4c3CCN4c3ccnc(N(CCO)C(=O)OC(C)(C)C)c3)cn2)cc1.CO.O,[]
1461,1461,C=CC[C@@]1(C)C[C@H](c2cccc(Cl)c2)[C@@H](c2ccc(Cl)cc2)N([C@H](CC)C(=O)OC)C1=O.[H].[H].[H].[H]>>C=CC[C@@]1(C)C[C@H](c2cccc(Cl)c2)[C@@H](c2ccc(Cl)cc2)N([C@H](CC)CO)C1=O.CO,True,C=CC[C@@]1(C)C[C@H](c2cccc(Cl)c2)[C@@H](c2ccc(Cl)cc2)N([C@H](CC)C(=O)OC)C1=O>>C=CC[C@@]1(C)C[C@H](c2cccc(Cl)c2)[C@@H](c2ccc(Cl)cc2)N([C@H](CC)CO)C1=O,[],mcs-based,0.9980000257492064,['USPTO_diff_1259'],['USPTO_diff'],C=CC[C@@]1(C)C[C@H](c2cccc(Cl)c2)[C@@H](c2ccc(Cl)cc2)N([C@H](CC)C(=O)OC)C1=O.[H].[H].[H].[H]>>C=CC[C@@]1(C)C[C@H](c2cccc(Cl)c2)[C@@H](c2ccc(Cl)cc2)N([C@H](CC)CO)C1=O.CO,[]
1462,1462,COC(=O)c1nc(SC)ncc1Br.O.[H].[H].[H].[H]>>CSc1ncc(Br)c(CO)n1.CO.O,True,COC(=O)c1nc(SC)ncc1Br>>CSc1ncc(Br)c(CO)n1,"['C-O Ester break', 'default single bond']",mcs-based,0.9919999837875366,['USPTO_diff_1260'],['USPTO_diff'],COC(=O)c1nc(SC)ncc1Br.O.[H].[H].[H].[H]>>CSc1ncc(Br)c(CO)n1.CO.O,[]
1463,1463,CCc1nc(C#N)c(N)n1CCCCNS(C)(=O)=O.ICI>>CCc1nc(C#N)c(I)n1CCCCNS(C)(=O)=O.NCI,True,CCc1nc(C#N)c(N)n1CCCCNS(C)(=O)=O.ICI>>CCc1nc(C#N)c(I)n1CCCCNS(C)(=O)=O,['default single bond'],mcs-based,0.0240000002086162,['USPTO_diff_1261'],['USPTO_diff'],,['CCc1nc(C#N)c(N)n1CCCCNS(C)(=O)=O.ICI>>CCc1nc(C#N)c(I)n1CCCCNS(C)(=O)=O.NCI']
1464,1464,COC(=O)c1ccc(-c2cc(N)n(-c3ccc(C(=O)N4CCN(C)CC4)cc3)n2)cc1.ICI>>COC(=O)c1ccc(-c2cc(I)n(-c3ccc(C(=O)N4CCN(C)CC4)cc3)n2)cc1.NCI,True,COC(=O)c1ccc(-c2cc(N)n(-c3ccc(C(=O)N4CCN(C)CC4)cc3)n2)cc1.ICI>>COC(=O)c1ccc(-c2cc(I)n(-c3ccc(C(=O)N4CCN(C)CC4)cc3)n2)cc1,['default single bond'],mcs-based,0.0480000004172325,['USPTO_diff_1262'],['USPTO_diff'],,['COC(=O)c1ccc(-c2cc(N)n(-c3ccc(C(=O)N4CCN(C)CC4)cc3)n2)cc1.ICI>>COC(=O)c1ccc(-c2cc(I)n(-c3ccc(C(=O)N4CCN(C)CC4)cc3)n2)cc1.NCI']
1465,1465,CCOC(=O)c1cc(Cl)c(N)c(OC)c1.ICI>>CCOC(=O)c1cc(Cl)c(I)c(OC)c1.NCI,True,CCOC(=O)c1cc(Cl)c(N)c(OC)c1.ICI>>CCOC(=O)c1cc(Cl)c(I)c(OC)c1,['default single bond'],mcs-based,0.0280000008642673,['USPTO_diff_1263'],['USPTO_diff'],,['CCOC(=O)c1cc(Cl)c(N)c(OC)c1.ICI>>CCOC(=O)c1cc(Cl)c(I)c(OC)c1.NCI']
1466,1466,CC(Oc1cc(-n2cnc3cc(CO[Si](C)(C)C(C)(C)C)ncc32)sc1C(N)=O)c1ccccc1C(F)(F)F.O>>CC(Oc1cc(-n2cnc3cc(CO)ncc32)sc1C(N)=O)c1ccccc1C(F)(F)F.CC(C)(C)[Si](C)(C)O,True,CC(Oc1cc(-n2cnc3cc(CO[Si](C)(C)C(C)(C)C)ncc32)sc1C(N)=O)c1ccccc1C(F)(F)F>>CC(Oc1cc(-n2cnc3cc(CO)ncc32)sc1C(N)=O)c1ccccc1C(F)(F)F,"['form M-OH', 'default single bond']",mcs-based,1.0,['USPTO_diff_1264'],['USPTO_diff'],CC(Oc1cc(-n2cnc3cc(CO[Si](C)(C)C(C)(C)C)ncc32)sc1C(N)=O)c1ccccc1C(F)(F)F.O>>CC(Oc1cc(-n2cnc3cc(CO)ncc32)sc1C(N)=O)c1ccccc1C(F)(F)F.CC(C)(C)[Si](C)(C)O,[]
1467,1467,CC(C)(C)[Si](C)(C)OCCN(Cc1ccccc1)c1ccc2c(-c3[nH]ncc3-c3cccc(Cl)c3)c[nH]c2n1.O>>OCCN(Cc1ccccc1)c1ccc2c(-c3[nH]ncc3-c3cccc(Cl)c3)c[nH]c2n1.CC(C)(C)[Si](C)(C)O,True,CC(C)(C)[Si](C)(C)OCCN(Cc1ccccc1)c1ccc2c(-c3[nH]ncc3-c3cccc(Cl)c3)c[nH]c2n1>>OCCN(Cc1ccccc1)c1ccc2c(-c3[nH]ncc3-c3cccc(Cl)c3)c[nH]c2n1,"['form M-OH', 'default single bond']",mcs-based,1.0,['USPTO_diff_1265'],['USPTO_diff'],CC(C)(C)[Si](C)(C)OCCN(Cc1ccccc1)c1ccc2c(-c3[nH]ncc3-c3cccc(Cl)c3)c[nH]c2n1.O>>OCCN(Cc1ccccc1)c1ccc2c(-c3[nH]ncc3-c3cccc(Cl)c3)c[nH]c2n1.CC(C)(C)[Si](C)(C)O,[]
1468,1468,CCCCC(O[Si](C)(C)C(C)(C)C)C(=O)Nc1ccc(C)cn1.O>>CCCCC(O)C(=O)Nc1ccc(C)cn1.CC(C)(C)[Si](C)(C)O,True,CCCCC(O[Si](C)(C)C(C)(C)C)C(=O)Nc1ccc(C)cn1>>CCCCC(O)C(=O)Nc1ccc(C)cn1,"['form M-OH', 'default single bond']",mcs-based,0.9990000128746032,['USPTO_diff_1266'],['USPTO_diff'],CCCCC(O[Si](C)(C)C(C)(C)C)C(=O)Nc1ccc(C)cn1.O>>CCCCC(O)C(=O)Nc1ccc(C)cn1.CC(C)(C)[Si](C)(C)O,[]
1469,1469,CC(=O)Nc1cccc(Br)n1.CC(=O)OO>>CC(=O)Nc1cccc(Br)[n+]1[O-].CC(=O)O,True,CC(=O)Nc1cccc(Br)n1.CC(=O)OO>>CC(=O)Nc1cccc(Br)[n+]1[O-],[],mcs-based,0.9760000109672546,['USPTO_diff_1267'],['USPTO_diff'],CC(=O)Nc1cccc(Br)n1.CC(=O)OO>>CC(=O)Nc1cccc(Br)[n+]1[O-].CC(=O)O,[]
1470,1470,CC(=O)OC(C)=O.NCC1CN(c2cc(F)c(-c3cccnc3)c(F)c2)C(=O)O1>>CC(=O)NCC1CN(c2cc(F)c(-c3cccnc3)c(F)c2)C(=O)O1.CC(=O)O,True,CC(=O)OC(C)=O.NCC1CN(c2cc(F)c(-c3cccnc3)c(F)c2)C(=O)O1>>CC(=O)NCC1CN(c2cc(F)c(-c3cccnc3)c(F)c2)C(=O)O1,[],mcs-based,0.9990000128746032,['USPTO_diff_1268'],['USPTO_diff'],CC(=O)OC(C)=O.NCC1CN(c2cc(F)c(-c3cccnc3)c(F)c2)C(=O)O1>>CC(=O)NCC1CN(c2cc(F)c(-c3cccnc3)c(F)c2)C(=O)O1.CC(=O)O,[]
1471,1471,CC(=O)OC(C)=O.NCc1ccc2c(c1)Cc1c-2[nH]c(=O)c2nccn12>>CC(=O)NCc1ccc2c(c1)Cc1c-2[nH]c(=O)c2nccn12.CC(=O)O,True,CC(=O)OC(C)=O.NCc1ccc2c(c1)Cc1c-2[nH]c(=O)c2nccn12>>CC(=O)NCc1ccc2c(c1)Cc1c-2[nH]c(=O)c2nccn12,[],mcs-based,0.9990000128746032,['USPTO_diff_1269'],['USPTO_diff'],CC(=O)OC(C)=O.NCc1ccc2c(c1)Cc1c-2[nH]c(=O)c2nccn12>>CC(=O)NCc1ccc2c(c1)Cc1c-2[nH]c(=O)c2nccn12.CC(=O)O,[]
1472,1472,COC(=O)CCCc1cc2ccc(C(=O)OC)cc2n1C(C)=O.O>>COC(=O)CCCc1cc2ccc(C(=O)OC)cc2[nH]1.CC(=O)O,True,COC(=O)CCCc1cc2ccc(C(=O)OC)cc2n1C(C)=O>>COC(=O)CCCc1cc2ccc(C(=O)OC)cc2[nH]1,"['C-N Amide break', 'default single bond']",mcs-based,1.0,['USPTO_diff_1270'],['USPTO_diff'],COC(=O)CCCc1cc2ccc(C(=O)OC)cc2n1C(C)=O.O>>COC(=O)CCCc1cc2ccc(C(=O)OC)cc2[nH]1.CC(=O)O,[]
1473,1473,CCOC(=O)c1nn(-c2ccccc2F)cc1CN1CCC2(CC1)OCC(F)(F)c1cc(Cl)sc12.O.[H].[H].[H].[H]>>OCc1nn(-c2ccccc2F)cc1CN1CCC2(CC1)OCC(F)(F)c1cc(Cl)sc12.CCO.O,True,CCOC(=O)c1nn(-c2ccccc2F)cc1CN1CCC2(CC1)OCC(F)(F)c1cc(Cl)sc12>>OCc1nn(-c2ccccc2F)cc1CN1CCC2(CC1)OCC(F)(F)c1cc(Cl)sc12,"['C-O Ester break', 'default single bond']",mcs-based,0.9980000257492064,['USPTO_diff_1271'],['USPTO_diff'],CCOC(=O)c1nn(-c2ccccc2F)cc1CN1CCC2(CC1)OCC(F)(F)c1cc(Cl)sc12.O.[H].[H].[H].[H]>>OCc1nn(-c2ccccc2F)cc1CN1CCC2(CC1)OCC(F)(F)c1cc(Cl)sc12.CCO.O,[]
1474,1474,CCOC(=O)c1cccc(N(CC(=O)OC(C)(C)C)C(=O)OC(C)(C)C)n1.O.[H].[H].[H].[H]>>CC(C)(C)OC(=O)CN(C(=O)OC(C)(C)C)c1cccc(CO)n1.CCO.O,True,CCOC(=O)c1cccc(N(CC(=O)OC(C)(C)C)C(=O)OC(C)(C)C)n1>>CC(C)(C)OC(=O)CN(C(=O)OC(C)(C)C)c1cccc(CO)n1,"['C-O Ester break', 'default single bond']",mcs-based,1.0,['USPTO_diff_1272'],['USPTO_diff'],CCOC(=O)c1cccc(N(CC(=O)OC(C)(C)C)C(=O)OC(C)(C)C)n1.O.[H].[H].[H].[H]>>CC(C)(C)OC(=O)CN(C(=O)OC(C)(C)C)c1cccc(CO)n1.CCO.O,[]
1475,1475,COC[P+](c1ccccc1)(c1ccccc1)c1ccccc1.O=Cc1ccc(Cl)cc1C(=O)O>>COC=Cc1ccc(Cl)cc1C(=O)O.O=[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[H],True,COC[P+](c1ccccc1)(c1ccccc1)c1ccccc1.O=Cc1ccc(Cl)cc1C(=O)O>>COC=Cc1ccc(Cl)cc1C(=O)O,['phosphor double bond'],mcs-based,0.9959999918937684,['USPTO_diff_1273'],['USPTO_diff'],COC[P+](c1ccccc1)(c1ccccc1)c1ccccc1.O=Cc1ccc(Cl)cc1C(=O)O>>COC=Cc1ccc(Cl)cc1C(=O)O.O=[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[H],[]
1476,1476,C[SiH](C)Oc1c(C=O)ccc(C(C)(C)C)c1C12CC3CC(CC(C3)C1)C2.c1ccc([P+](CCC2OCCCO2)(c2ccccc2)c2ccccc2)cc1>>C[SiH](C)Oc1c(C=CCC2OCCCO2)ccc(C(C)(C)C)c1C12CC3CC(CC(C3)C1)C2.O=[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[H],True,C[SiH](C)Oc1c(C=O)ccc(C(C)(C)C)c1C12CC3CC(CC(C3)C1)C2.c1ccc([P+](CCC2OCCCO2)(c2ccccc2)c2ccccc2)cc1>>C[SiH](C)Oc1c(C=CCC2OCCCO2)ccc(C(C)(C)C)c1C12CC3CC(CC(C3)C1)C2,['phosphor double bond'],mcs-based,0.9940000176429749,['USPTO_diff_1274'],['USPTO_diff'],C[SiH](C)Oc1c(C=O)ccc(C(C)(C)C)c1C12CC3CC(CC(C3)C1)C2.c1ccc([P+](CCC2OCCCO2)(c2ccccc2)c2ccccc2)cc1>>C[SiH](C)Oc1c(C=CCC2OCCCO2)ccc(C(C)(C)C)c1C12CC3CC(CC(C3)C1)C2.O=[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[H],[]
1477,1477,CC(=O)Oc1c(C(C)(C)C)cc2oc(C=O)cc2c1C(C)(C)C.CCCCCCC[P+](c1ccccc1)(c1ccccc1)c1ccccc1>>CCCCCCC=Cc1cc2c(C(C)(C)C)c(OC(C)=O)c(C(C)(C)C)cc2o1.O=[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[H],True,CC(=O)Oc1c(C(C)(C)C)cc2oc(C=O)cc2c1C(C)(C)C.CCCCCCC[P+](c1ccccc1)(c1ccccc1)c1ccccc1>>CCCCCCC=Cc1cc2c(C(C)(C)C)c(OC(C)=O)c(C(C)(C)C)cc2o1,['phosphor double bond'],mcs-based,0.9940000176429749,['USPTO_diff_1275'],['USPTO_diff'],CC(=O)Oc1c(C(C)(C)C)cc2oc(C=O)cc2c1C(C)(C)C.CCCCCCC[P+](c1ccccc1)(c1ccccc1)c1ccccc1>>CCCCCCC=Cc1cc2c(C(C)(C)C)c(OC(C)=O)c(C(C)(C)C)cc2o1.O=[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[H],[]
1478,1478,C=C[Sn](CCCC)(CCCC)CCCC.O=C(CC1CCCCC1)Nc1c(Cl)ccc2nc(Cl)ccc12>>C=Cc1ccc2c(NC(=O)CC3CCCCC3)c(Cl)ccc2n1.CCCC[Sn](Cl)(CCCC)CCCC,True,C=C[Sn](CCCC)(CCCC)CCCC.O=C(CC1CCCCC1)Nc1c(Cl)ccc2nc(Cl)ccc12>>C=Cc1ccc2c(NC(=O)CC3CCCCC3)c(Cl)ccc2n1,['default single bond'],mcs-based,0.9929999709129332,['USPTO_diff_1276'],['USPTO_diff'],C=C[Sn](CCCC)(CCCC)CCCC.O=C(CC1CCCCC1)Nc1c(Cl)ccc2nc(Cl)ccc12>>C=Cc1ccc2c(NC(=O)CC3CCCCC3)c(Cl)ccc2n1.CCCC[Sn](Cl)(CCCC)CCCC,[]
1479,1479,CC(C)Cn1c(-c2c(F)cccc2F)c(Cl)nc(Cl)c1=O.CCCC[Sn](CCCC)(CCCC)c1ccccn1>>CC(C)Cn1c(-c2c(F)cccc2F)c(Cl)nc(-c2ccccn2)c1=O.CCCC[Sn](Cl)(CCCC)CCCC,True,CC(C)Cn1c(-c2c(F)cccc2F)c(Cl)nc(Cl)c1=O.CCCC[Sn](CCCC)(CCCC)c1ccccn1>>CC(C)Cn1c(-c2c(F)cccc2F)c(Cl)nc(-c2ccccn2)c1=O,['default single bond'],mcs-based,0.9929999709129332,['USPTO_diff_1277'],['USPTO_diff'],CC(C)Cn1c(-c2c(F)cccc2F)c(Cl)nc(Cl)c1=O.CCCC[Sn](CCCC)(CCCC)c1ccccn1>>CC(C)Cn1c(-c2c(F)cccc2F)c(Cl)nc(-c2ccccn2)c1=O.CCCC[Sn](Cl)(CCCC)CCCC,[]
1480,1480,CCCC[Sn](CCCC)(CCCC)c1ncccc1C.Cc1c(Cl)nc2cc(F)cc(F)c2c1Cl>>Cc1cccnc1-c1nc2cc(F)cc(F)c2c(Cl)c1C.CCCC[Sn](Cl)(CCCC)CCCC,True,CCCC[Sn](CCCC)(CCCC)c1ncccc1C.Cc1c(Cl)nc2cc(F)cc(F)c2c1Cl>>Cc1cccnc1-c1nc2cc(F)cc(F)c2c(Cl)c1C,['default single bond'],mcs-based,0.9919999837875366,['USPTO_diff_1278'],['USPTO_diff'],CCCC[Sn](CCCC)(CCCC)c1ncccc1C.Cc1c(Cl)nc2cc(F)cc(F)c2c1Cl>>Cc1cccnc1-c1nc2cc(F)cc(F)c2c(Cl)c1C.CCCC[Sn](Cl)(CCCC)CCCC,[]
1481,1481,CN(C)C=O.COCc1cc(Br)cc(COC)c1.[H].[H]>>COCc1cc(C=O)cc(COC)c1.Br.CNC,True,CN(C)C=O.COCc1cc(Br)cc(COC)c1>>COCc1cc(C=O)cc(COC)c1,['bond restriction'],mcs-based,0.9950000047683716,['USPTO_diff_1279'],['USPTO_diff'],CN(C)C=O.COCc1cc(Br)cc(COC)c1.[H].[H]>>COCc1cc(C=O)cc(COC)c1.Br.CNC,[]
1482,1482,CN(C)C=O.COC1(c2ccc(Br)cc2)CC1.[H].[H]>>COC1(c2ccc(C=O)cc2)CC1.Br.CNC,True,CN(C)C=O.COC1(c2ccc(Br)cc2)CC1>>COC1(c2ccc(C=O)cc2)CC1,['bond restriction'],mcs-based,0.9950000047683716,['USPTO_diff_1280'],['USPTO_diff'],CN(C)C=O.COC1(c2ccc(Br)cc2)CC1.[H].[H]>>COC1(c2ccc(C=O)cc2)CC1.Br.CNC,[]
1483,1483,CN(C)C=O.COc1cc2c(cc1Br)Cc1cn[nH]c1-2.[H].[H]>>COc1cc2c(cc1C=O)Cc1cn[nH]c1-2.Br.CNC,True,CN(C)C=O.COc1cc2c(cc1Br)Cc1cn[nH]c1-2>>COc1cc2c(cc1C=O)Cc1cn[nH]c1-2,['bond restriction'],mcs-based,0.996999979019165,['USPTO_diff_1281'],['USPTO_diff'],CN(C)C=O.COc1cc2c(cc1Br)Cc1cn[nH]c1-2.[H].[H]>>COc1cc2c(cc1C=O)Cc1cn[nH]c1-2.Br.CNC,[]
1484,1484,COC(=O)C1(CCc2ccc(C(C)(C)C)cc2C(C)(C)C)CCCC1=O.O>>CC(C)(C)c1ccc(CCC2CCCC2=O)c(C(C)(C)C)c1.COC(=O)O,True,COC(=O)C1(CCc2ccc(C(C)(C)C)cc2C(C)(C)C)CCCC1=O>>CC(C)(C)c1ccc(CCC2CCCC2=O)c(C(C)(C)C)c1,"['append O to C-C bond', 'default single bond']",mcs-based,1.0,['USPTO_diff_1282'],['USPTO_diff'],COC(=O)C1(CCc2ccc(C(C)(C)C)cc2C(C)(C)C)CCCC1=O.O>>CC(C)(C)c1ccc(CCC2CCCC2=O)c(C(C)(C)C)c1.COC(=O)O,[]
1485,1485,CCC1C(C(=O)OC)C(=O)c2cc(C)nc(C)c2N1C(=O)OCc1ccccc1.O>>CCC1CC(=O)c2cc(C)nc(C)c2N1C(=O)OCc1ccccc1.COC(=O)O,True,CCC1C(C(=O)OC)C(=O)c2cc(C)nc(C)c2N1C(=O)OCc1ccccc1>>CCC1CC(=O)c2cc(C)nc(C)c2N1C(=O)OCc1ccccc1,"['append O to C-C bond', 'default single bond']",mcs-based,1.0,['USPTO_diff_1283'],['USPTO_diff'],CCC1C(C(=O)OC)C(=O)c2cc(C)nc(C)c2N1C(=O)OCc1ccccc1.O>>CCC1CC(=O)c2cc(C)nc(C)c2N1C(=O)OCc1ccccc1.COC(=O)O,[]
1486,1486,COC(=O)C1(N)C(=O)Nc2ccccc2CC1c1ccccc1.O>>N[C@@H]1C(=O)Nc2ccccc2C[C@@H]1c1ccccc1.COC(=O)O,True,COC(=O)C1(N)C(=O)Nc2ccccc2CC1c1ccccc1>>N[C@@H]1C(=O)Nc2ccccc2C[C@@H]1c1ccccc1,"['append O to C-C bond', 'default single bond']",mcs-based,1.0,['USPTO_diff_1284'],['USPTO_diff'],COC(=O)C1(N)C(=O)Nc2ccccc2CC1c1ccccc1.O>>N[C@@H]1C(=O)Nc2ccccc2C[C@@H]1c1ccccc1.COC(=O)O,[]
1487,1487,CC1(C)OB(c2cn[nH]c2)OC1(C)C.CS(=O)(=O)OC[C@H]1COCCO1>>CC1(C)OB(c2cnn(C[C@H]3COCCO3)c2)OC1(C)C.CS(=O)(=O)O,True,CC1(C)OB(c2cn[nH]c2)OC1(C)C.CS(=O)(=O)OC[C@H]1COCCO1>>CC1(C)OB(c2cnn(C[C@H]3COCCO3)c2)OC1(C)C,[],mcs-based,0.9950000047683716,['USPTO_diff_1285'],['USPTO_diff'],CC1(C)OB(c2cn[nH]c2)OC1(C)C.CS(=O)(=O)OC[C@H]1COCCO1>>CC1(C)OB(c2cnn(C[C@H]3COCCO3)c2)OC1(C)C.CS(=O)(=O)O,[]
1488,1488,CS(=O)(=O)O[C@H]1CCN(CCc2ccc(Cl)cc2)C1.c1ccc2c(c1)COc1ccccc1N2>>Clc1ccc(CCN2CC[C@@H](N3c4ccccc4COc4ccccc43)C2)cc1.CS(=O)(=O)O,True,CS(=O)(=O)O[C@H]1CCN(CCc2ccc(Cl)cc2)C1.c1ccc2c(c1)COc1ccccc1N2>>Clc1ccc(CCN2CC[C@@H](N3c4ccccc4COc4ccccc43)C2)cc1,[],mcs-based,1.0,['USPTO_diff_1286'],['USPTO_diff'],CS(=O)(=O)O[C@H]1CCN(CCc2ccc(Cl)cc2)C1.c1ccc2c(c1)COc1ccccc1N2>>Clc1ccc(CCN2CC[C@@H](N3c4ccccc4COc4ccccc43)C2)cc1.CS(=O)(=O)O,[]
1489,1489,CC(C)(C)OC(=O)N1CCC(OS(C)(=O)=O)CC1.c1ccc(-c2cc[nH]n2)cc1>>CC(C)(C)OC(=O)N1CCC(n2ccc(-c3ccccc3)n2)CC1.CS(=O)(=O)O,True,CC(C)(C)OC(=O)N1CCC(OS(C)(=O)=O)CC1.c1ccc(-c2cc[nH]n2)cc1>>CC(C)(C)OC(=O)N1CCC(n2ccc(-c3ccccc3)n2)CC1,[],mcs-based,0.9259999990463256,"['USPTO_diff_1287', 'USPTO_unbalance_class_226']","['USPTO_unbalance_class', 'USPTO_diff']",CC(C)(C)OC(=O)N1CCC(OS(C)(=O)=O)CC1.c1ccc(-c2cc[nH]n2)cc1>>CC(C)(C)OC(=O)N1CCC(n2ccc(-c3ccccc3)n2)CC1.CS(=O)(=O)O,[]
